username
mayacelium
nathaneastwood_
tensibai
jcheng
gabejadderson
arun_sriniv
antoine_fabri
mourner
thomasp85
justinmshea
dirk_sch
apreshill
frankerickson
henrikbengtsson
lavados
achimzeileis
marinaminkin
mmaechler
earowang
annakrystalli
cboettig
kevin_ushey
w_r_chase
knapply_
timsalabim3
joranelias
yutannihilat_en
winvectorllc
matloff
tylermorganwall
baptnz
d_olivaw
jurbane2
nj_tierney
gbablon
wmlandau
claytonyochum
edzerpebesma
cmastication
_colinfay
_johnmackintosh
krlmlr
slowkow
dpseidel
milesmcbain
ricksaporta
aqilazad
tylerrinker
kingsushigino
deciccodonk
b0rk
mdsumner
jlfwong
bthatcher_icc
jalsalam
dmi3k
coolbutuseless
thosjleeper
cpsievert
grrrck
nacnudus
artemklevtsov
tonyfischetti
detroyejr
normapadron_
maxheld
bhargavhs
agentzeronine
jorismeys
rick_pack2
geospacedman
latemaildale
michellangts
dselivanov_
michael_chirico
carroll_jono
mooresmt
kleinschmidt
hfmuehleisen
zkamvar
_axeman_
__jsta
capitalweather
nasajuno
wrathematics
alistaire
patrickhausmann
ucfagls
jaap_w
romunov
richierocks
groundwalkergmb
_r_foundation
_lionelhenry
markvdloo
opencpu
edwindjonge
symbolixau
cranpolicywatch
csgillespie
joshua_ulrich
timelyportfolio
jennybryan
mbostock
winston_chang
jimhester_
zx8754
eddelbuettel
xieyihui
mattdowle
hadleywickham
